Id,Reputation,Views,UpVotes,DownVotes
1987,101,4,0,0
1990,101,2,5,0
1991,668,120,68,1
1992,106,17,0,0
1993,101,4,5,0
1994,164,37,1,0
1996,101,0,4,0
1997,133,1,0,0
1999,101,1,2,0
2000,1,0,0,0
2002,121,6,0,0
2003,101,2,4,0
2006,101,7,2,0
2008,101,0,0,0
2010,101,1,1,0
2011,101,1,0,0
2013,101,1,0,0
2015,101,0,0,0
2017,101,0,0,0
2018,101,0,2,0
2019,99,7,11,0
2020,565,80,81,0
2023,88,5,1,0
2024,1,0,0,0
2025,72,29,4,0
2028,286,14,7,1
2030,41,10,1,0
2031,101,1,0,0
2032,101,0,0,0
2034,101,2,0,0
2036,301,65,105,1
2038,103,16,2,0
2039,103,8,37,0
2040,790,428,262,12
2041,101,2,0,0
2043,206,14,3,0
2044,258,15,21,0
2046,268,29,24,0
2048,101,0,0,0
2050,160,1,11,0
2051,101,0,0,0
2052,141,11,0,0
2054,101,2,0,0
2056,101,0,0,0
2059,101,0,1,0
2060,123,3,3,0
2063,185,18,1,0
2066,101,1,2,0
2067,315,78,68,0
2068,101,1,5,0
2071,151,10,1,0
2072,98,18,27,0
2073,756,53,110,0
2074,1239,124,2,0
2076,101,0,1,0
2077,86,11,15,0
2078,81,19,1,0
2079,183,6,4,0
2080,101,1,0,0
2081,101,1,0,0
2083,171,51,3,0
2084,11,3,0,0
2086,101,4,0,0
2088,101,2,0,0
2091,631,67,10,0
2092,101,2,0,0
2093,101,1,0,0
2094,101,3,0,0
2095,111,5,0,0
2101,211,14,3,0
2102,136,2,1,0
2104,11,0,0,0
2105,33,2,3,0
2107,101,1,0,0
2108,26,6,0,0
2110,101,31,1,0
2111,915,44,71,7
2113,247,27,17,0
2116,18088,3899,3274,43
2117,83,4,4,0
2119,101,1,0,0
2121,101,0,0,0
2122,101,4,0,0
2126,4536,798,642,5
2127,21,3,2,0
2129,3375,276,92,5
2131,108,0,5,0
2132,128,3,2,0
2134,111,5,0,0
2135,101,1,0,0
2137,39,7,0,0
2139,101,0,0,0
2141,130,21,0,0
2142,101,1,0,0
2143,101,3,0,0
2144,471,23,4,0
2145,101,1,0,0
2146,51,7,0,0
2147,133,9,0,0
2148,450,54,6,0
2149,120,15,17,0
2150,1969,196,62,0
2155,101,1,0,0
2156,101,2,6,0
2157,111,5,0,0
2159,101,2,6,0
2160,101,11,0,0
2164,922,185,65,1
2166,397,21,4,0
2168,206,23,1,0
2170,167,14,2,0
2171,63,7,2,0
2172,101,2,0,0
2175,1,0,0,0
2176,101,0,0,0
2177,101,0,4,0
2179,101,5,1,0
2180,101,0,0,0
2182,163,10,6,0
2187,101,2,0,0
2189,155,10,2,0
2190,101,1,0,0
2191,133,6,2,0
2192,206,12,1,0
2194,101,0,0,0
2195,163,36,79,0
2197,121,3,1,0
2198,196,8,3,0
2199,111,15,3,0
2201,101,3,0,0
2202,51,8,0,0
2203,101,1,0,0
2205,101,2,55,0
2206,101,0,0,0
2207,101,0,0,0
2210,101,2,2,0
2213,101,0,0,0
2216,101,1,0,0
2218,116,15,4,0
2219,101,0,1,0
2220,101,1,0,0
2221,283,22,2,0
2223,8,58,0,0
2224,113,10,0,0
2226,118,13,10,0
2227,101,7,3,0
2228,18,4,0,0
2230,116,8,4,0
2232,101,0,0,0
2237,126,4,1,0
2238,173,13,1,0
2240,101,1,0,0
2241,1,3,0,0
2243,101,1,0,0
2244,101,2,2,0
2246,41,5,2,0
2247,201,23,0,0
2249,101,0,0,0
2251,243,29,6,0
2252,457,34,83,1
2255,101,2,1,0
2260,287,7,60,0
2261,155,9,4,0
2262,61,5,21,0
2263,1,0,0,0
2267,101,5,0,0
2269,101,2,5,0
2271,21,2,0,0
2273,101,1,2,0
2275,101,0,0,0
2280,276,14,1,0
2283,144,20,0,0
2284,101,1,3,0
2286,101,0,1,0
2289,128,7,16,0
2293,213,8,4,0
2294,110,18,8,0
2296,101,0,0,0
2300,101,1,0,0
2306,151,6,1,0
2308,33,2,3,0
2310,3016,2342,220,2
2311,101,0,0,0
2312,111,39,9,0
2313,101,1,4,0
2314,126,8,39,0
2316,182,16,2,0
2317,101,1,0,0
2319,101,0,0,0
2320,11,3,0,0
2321,101,0,1,0
2322,131,39,48,0
2324,101,0,0,0
2325,27,14,3,0
2328,148,14,44,0
2329,59,79,0,0
2330,101,0,3,0
2331,101,4,0,0
2332,101,3,0,0
2336,108,3,3,0
2338,101,0,3,0
2339,555,62,6,1
2340,101,0,0,0
2341,18,8,0,0
2342,121,4,0,0
2343,101,0,10,0
2344,114,9,2,0
2345,101,3,0,0
2346,101,0,0,0
2349,1,1,0,0
2354,116,2,0,0
2356,103,2,5,0
2357,101,0,0,0
2361,128,3,0,0
2362,16,3,0,0
2364,101,1,4,0
2367,83,19,0,0
2371,53,4,0,0
2373,101,0,8,0
2374,101,0,0,0
2376,41,8,0,0
2379,23,6,1,0
2380,118,3,1,0
2384,11,3,0,0
2385,25,0,0,0
2386,1,0,0,0
2387,249,22,4,0
2388,1,5,0,0
2390,101,0,0,0
2391,101,0,0,0
2392,11860,2359,883,7
2395,123,3,0,0
2398,13,2,0,0
2399,68,8,0,0
2401,101,3,1,0
2402,26,0,1,0
2403,378,29,5,0
2405,191,13,12,0
2407,348,28,2,0
2409,101,0,0,0
2411,101,0,0,0
2412,101,0,0,0
2413,101,0,0,0
2417,1,0,0,0
2418,101,2,38,0
2419,101,0,0,0
2421,101,0,0,0
2423,6,2,0,0
2425,1230,238,51,3
2426,190,20,21,0
2431,101,1,0,0
2433,101,0,3,0
2434,121,0,4,0
2436,103,2,0,0
2437,101,0,0,0
2439,101,0,3,0
2440,138,13,2,0
2443,138,4,2,0
2451,140,8,3,0
2453,101,0,0,0
2454,81,12,0,0
2455,101,0,0,0
2456,376,40,18,0
2460,101,0,0,0
2461,101,2,7,0
2467,101,0,0,0
2469,101,0,0,0
2470,128,7,1,0
2472,91,11,0,0
2473,73,11,0,0
2476,101,0,2,0
2477,101,0,0,0
2479,191,1,0,0
2483,101,0,0,0
2485,2012,216,458,17
2487,101,0,0,0
2488,327,49,14,1
2489,131,23,1,0
2492,101,1,0,0
2495,101,2,1,0
2496,101,2,1,0
2497,101,0,0,0
2498,71,4,0,0
2499,101,0,0,0
2500,101,1,0,0
2503,101,0,0,0
2505,116,1,0,0
2510,16,1,0,0
2511,101,15,6,0
2513,399,63,68,0
2516,127,14,0,0
2517,101,2,1,0
2519,101,0,0,0
2520,101,2,0,0
2521,101,1,0,0
2522,161,2,38,0
2523,101,1,1,0
2526,356,54,2,0
2529,101,0,0,0
2530,101,1,2,0
2531,101,1,0,0
2534,60,6,2,0
2535,233,31,1,0
2536,16,6,1,0
2538,101,0,0,0
2539,521,18,1,0
2540,236,32,2,0
2543,101,1,2,0
2544,216,22,3,0
2546,949,77,17,3
2548,101,1,0,0
2549,111,6,0,0
2550,101,1,3,0
2551,101,2,2,0
2552,101,1,0,0
2555,101,0,0,0
2561,21,1,1,0
2563,101,0,1,0
2564,13,3,0,0
2565,101,2,0,0
2566,122,24,7,0
2567,101,2,0,0
2568,1,0,0,0
2569,101,3,1,0
2570,101,1,0,0
2571,26,5,0,0
2572,101,0,0,0
2573,1,1,0,0
2577,101,0,1,0
2582,23,2,0,0
2583,101,0,0,0
2584,1,0,0,0
2585,126,11,2,0
2586,151,4,1,0
2587,61,5,0,0
2588,101,1,0,0
2589,101,2,2,0
2590,125,5,2,0
2591,266,6,0,0
2592,802,323,9,20
2593,101,0,0,0
2594,101,3,2,0
2595,101,4,8,0
2597,38,0,1,0
2599,163,10,7,0
2601,6,0,0,0
2602,101,0,0,0
2604,43,2,2,0
2605,23,2,3,0
2609,101,0,0,0
2610,23,2,4,0
2614,101,0,0,0
2615,101,1,0,0
2616,138,22,11,0
2617,156,18,0,1
2619,101,1,0,0
2621,101,0,2,0
2622,179,13,24,0
2623,101,1,0,0
2624,168,10,4,0
2629,186,16,0,0
2631,121,3,1,0
2632,103,0,0,0
2633,101,11,4,0
2634,171,61,0,0
2635,393,75,38,1
2636,101,6,3,0
2638,6,0,0,0
2640,101,0,0,0
2641,11,0,0,0
2643,31,3,0,0
2644,26,22,0,0
2645,3561,585,613,0
2649,153,3,1,0
2650,16,3,2,0
2651,101,0,0,0
2652,179,47,4,0
2653,101,0,0,0
2654,18,1,0,0
2656,101,1,0,0
2658,523,21,6,0
2659,75,11,5,0
2660,485,113,54,2
2661,101,0,0,0
2662,101,0,2,0
2664,115,2,0,0
2665,279,39,10,0
2667,141,7,1,0
2669,6078,776,1146,351
2670,101,1,0,0
2671,101,11,0,0
2672,101,0,0,0
2676,691,91,114,0
2680,16,0,0,0
2681,101,0,1,0
2683,101,6,2,0
2684,101,0,1,0
2688,101,1,0,0
2690,108,9,3,0
2691,101,2,0,0
2692,101,0,0,0
2693,148,2,1,0
2694,101,0,1,0
2696,151,34,0,0
2697,101,1,0,0
2698,118,4,0,0
2700,101,0,0,0
2701,101,0,0,0
2703,101,0,0,0
2704,368,57,6,0
2705,101,0,0,0
2706,118,4,13,0
2708,101,2,0,0
2711,11,0,0,0
2714,501,56,74,1
2717,133,3,1,0
2719,1273,146,439,0
2721,151,6,2,0
2724,31,5,0,0
2725,118,44,8,0
2726,168,4,21,0
2728,926,67,7,0
2729,136,7,0,0
2730,61,9,0,0
2732,143,4,6,0
2734,130,7,1,0
2735,101,8,0,0
2736,101,0,0,0
2739,180,18,35,0
2742,66,15,1,0
2743,101,1,0,0
2745,101,0,0,0
2746,178,16,16,0
2748,101,0,0,0
2750,821,101,187,3
2751,101,3,2,0
2753,1,1,0,0
2755,33,1,1,0
2759,143,8,4,0
2761,86,13,1,0
2764,101,0,0,0
2765,21,0,0,0
2767,123,6,1,0
2768,106,1,0,0
2769,31,4,0,0
2770,148,31,41,0
2772,287,25,17,0
2773,485,76,11,4
2774,101,0,0,0
2775,2430,155,156,2
2776,101,2,0,0
2778,101,0,0,0
2779,21,20,0,0
2782,101,0,0,0
2783,97,6,2,0
2786,101,1,0,0
2788,16,2,0,0
2789,86,11,14,0
2790,101,0,1,0
2791,101,0,0,0
2793,52,7,0,0
2794,113,5,1,0
2795,185,43,93,1
2796,111,1,0,0
2797,101,0,0,0
2798,1942,189,366,2
2799,101,4,0,0
2800,105,13,4,0
2801,189,14,2,0
2802,46,33,5,0
2804,101,2,3,0
2806,28,12,2,0
2807,151,7,6,0
2808,135,4,2,0
2809,101,0,2,0
2810,101,0,2,0
2811,101,2,0,0
2813,101,0,4,0
2814,128,14,0,0
2816,47,13,4,0
2817,9604,1244,1437,8
2818,101,0,0,0
2820,307,14,12,0
2822,106,3,2,0
2824,306,28,26,0
2828,101,0,1,0
2830,246,16,53,0
2831,36,7,0,0
2832,138,2,4,0
2833,281,25,8,2
2836,106,5,2,0
2838,214,11,9,0
2839,1,1,0,0
2841,101,0,0,0
2842,187,16,2,0
2843,101,0,0,0
2847,101,0,0,0
2848,160,20,25,0
2849,576,76,18,0
2852,101,0,0,0
2853,101,0,0,0
2854,101,3,0,0
2855,101,0,0,0
2856,101,0,3,0
2857,101,0,0,0
2860,3359,467,134,7
2861,1,0,0,0
2863,101,0,1,0
2864,108,3,3,0
2865,109,4,1,0
2866,138,21,4,0
2867,101,0,2,0
2875,86,8,1,0
2876,103,1,1,0
2878,135,2,10,0
2880,136,6,0,0
2881,101,0,0,0
2884,101,8,1,0
2885,107,27,9,0
2887,101,0,3,0
2888,101,0,0,0
2889,153,97,0,0
2890,101,0,0,0
2894,101,0,0,0
2896,101,1,0,0
2897,101,4,0,0
2898,1102,105,60,2
2899,101,0,0,0
2901,101,0,0,0
2902,814,86,98,0
2904,161,25,7,0
2905,101,0,0,0
2906,101,0,1,0
2907,116,3,0,0
2908,6,8,0,0
2909,31,2,6,0
2910,103,6,6,0
2911,101,2,3,0
2912,263,83,107,0
2913,101,1,0,0
2914,152,36,9,0
2916,83,7,14,0
2917,308,8,17,0
2918,1,1,0,0
2919,101,3,0,0
2921,1177,153,804,48
2922,101,0,0,0
2923,101,0,0,0
2926,1,3,0,0
2929,28,3,11,0
2932,21,1,0,0
2933,26,1,0,0
2934,34,8,0,0
2938,36,4,0,0
2940,103,9,105,0
2941,101,1,0,0
2942,295,27,16,0
2945,101,0,0,0
2946,101,3,0,0
2950,128,3,1,0
2952,180,14,3,0
2953,51,4,0,0
2956,364,61,27,0
2958,10470,655,210,6
2959,79,10,5,0
2960,1,2,0,0
2961,128,10,3,0
2962,101,1,0,0
2965,420,33,33,2
2968,1,0,0,0
2970,13647,5441,2468,212
2971,101,8,0,0
2973,493,27,17,0
2974,1,0,0,0
2975,531,27,10,1
2977,101,0,3,0
2980,123,5,4,0
2981,1091,84,915,1
2984,97,7,4,0
2985,1,0,0,0
2986,78,17,1,0
2989,113,3,3,0
2990,101,0,0,0
2993,153,15,23,0
2994,101,1,0,0
2995,123,5,1,0
2996,125,7,1,0
2997,33,3,0,0
2998,68,6,0,0
2999,6,3,0,0
3000,106,1,0,0
3002,106,4,0,0
3004,101,0,0,0
3007,101,0,1,0
3008,247,20,5,0
3010,108,2,0,0
3011,101,0,0,0
3014,345,126,34,1
3015,101,5,2,0
3017,118,11,2,0
3018,128,2,5,0
3019,8045,500,228,57
3020,101,5,6,0
3025,254,21,26,0
3026,844,43,1,0
3028,101,0,8,0
3029,1,1,0,0
3030,101,0,0,0
3031,128,9,1,0
3032,101,0,1,0
3033,16,2,0,0
3036,76,3,2,0
3038,11,7,0,0
3040,92,56,20,0
3041,131,24,0,0
3043,26,5,0,0
3044,101,17,1,0
3048,136,29,2,0
3049,101,0,0,0
3051,101,6,0,0
3052,185,24,8,0
3053,111,1,2,0
3054,101,0,0,0
3055,101,0,0,0
3056,101,3,2,0
3058,1123,117,124,1
3059,101,1,0,0
3062,193,28,6,0
3063,101,0,0,0
3065,108,4,6,0
3068,101,0,0,0
3069,61,11,0,0
3072,101,1,0,0
3074,143,13,0,0
3076,121,0,0,0
3077,357,73,58,1
3078,101,0,0,0
3080,101,7,0,0
3083,101,2,0,0
3084,186,13,1,0
3085,6,1,0,0
3086,127,10,2,0
3088,101,1,0,0
3089,116,4,2,0
3093,101,1,0,0
3094,248,68,40,0
3096,40,13,1,0
3097,28,10,0,0
3098,282,20,8,0
3100,101,9,2,0
3103,1,0,0,0
3104,45,17,2,0
3107,52,14,0,0
3108,101,8,0,0
3110,101,3,0,0
3111,147,18,0,0
3117,1,0,0,0
3118,16,2,0,0
3121,151,5,0,0
3122,1,0,0,0
3123,101,0,0,0
3125,582,56,3,0
3126,1,0,0,0
3129,101,0,1,0
3131,101,0,0,0
3133,13,0,0,0
3134,101,0,0,0
3136,226,29,8,0
3137,111,9,26,0
3140,259,69,31,2
3141,101,45,0,0
3142,101,0,0,0
3143,138,16,4,0
3144,101,1,0,0
3146,101,0,0,0
3150,118,2,0,0
3151,101,3,3,0
3155,71,0,0,0
3158,23,2,7,0
3162,101,1,81,0
3165,101,0,0,0
3166,101,0,0,0
3167,171,3,41,0
3168,1,1,0,0
3170,101,2,7,0
3172,46,12,3,0
3178,158,11,0,0
3179,101,1,0,0
3182,146,3,1,0
3183,36,8,0,0
3184,144,17,7,0
3186,188,12,21,0
3187,113,1,1,0
3188,176,3,4,0
3189,56,30,0,0
3190,101,0,0,0
3191,18,5,1,0
3194,26,1,0,0
3195,101,1,0,0
3198,121,5,1,0
3199,101,0,1,0
3201,101,0,1,0
3202,1,0,0,0
3203,377,6,0,0
3204,101,0,0,0
3205,261,13,2,0
3206,101,1,2,0
3207,101,0,3,0
3209,101,0,0,0
3210,101,0,0,0
3212,101,0,0,0
3215,101,0,0,0
3216,101,0,2,0
3217,101,0,1,0
3218,101,0,0,0
3219,103,4,11,0
3222,101,1,1,0
3223,101,0,0,0
3224,101,1,0,0
3225,101,0,1,0
3226,101,0,1,0
3229,101,0,2,0
3230,101,1,1,0
3231,101,0,2,0
3232,176,10,1,0
3234,101,0,1,0
3235,101,0,2,0
3236,101,2,2,0
3238,101,0,0,0
3240,101,0,1,0
3241,101,0,2,0
3242,106,4,6,0
3243,108,3,18,0
3244,101,0,1,0
3248,473,1055,48,0
3250,101,1,1,0
3251,101,0,2,0
3252,101,1,2,0
3253,33,3,0,0
3254,101,0,0,0
3255,101,1,2,0
3257,101,0,0,0
3259,1,0,0,0
3260,101,0,0,0
3261,101,0,0,0
3262,2090,202,42,7
3263,135,6,90,0
3264,131,7,16,0
3265,764,84,61,0
3266,101,5,0,0
3268,101,0,1,0
3269,761,56,15,0
3270,221,53,4,0
3272,121,5,1,0
3273,101,0,0,0
3274,101,1,0,0
3276,101,0,0,0
3277,13898,2866,869,12
3280,287,22,7,0
3281,101,1,0,0
3285,36,5,0,0
3287,131,0,7,1
3289,101,0,0,0
3290,1,0,0,0
3291,118,6,0,0
3292,168,22,3,0
3293,644,53,116,11
3294,101,0,0,0
3295,101,0,0,0
3296,11,4,0,0
3298,51,7,1,0
3299,101,1,0,0
3300,101,1,0,0
3301,533,44,12,0
3302,1,0,0,0
3303,101,0,0,0
3304,101,0,0,0
3305,687,55,37,0
3306,277,16,19,0
3307,101,0,0,0
3309,416,32,100,0
3310,735,98,69,0
3316,101,0,0,0
3317,123,3,3,0
3318,101,0,2,0
3320,255,21,30,0
3321,1,1,0,0
3322,101,0,0,0
3323,101,1,0,0
3324,101,1,0,0
3325,151,3,0,0
3327,101,0,1,0
3328,121,8,0,0
3329,101,1,5,0
3330,324,15,20,1
3331,1068,67,30,1
3332,101,0,0,0
3333,136,67,7,0
3334,166,5,9,0
3335,1,0,0,0
3336,116,3,3,0
3338,106,0,0,0
3342,100,39,1,0
3343,101,10,8,0
3344,101,17,1,0
3345,222,45,23,0
3347,209,14,0,0
3348,114,23,1,0
3354,101,1,1,0
3357,16,3,0,0
3362,135,5,21,2
3363,101,1,0,0
3364,1,2,0,0
3365,101,0,0,0
3367,26,6,0,0
3369,1162,146,25,0
3372,101,0,0,0
3374,16,2,0,0
3375,101,0,0,0
3376,929,86,41,2
3377,41,3,0,0
3378,28,5,0,0
3379,21,1,0,0
3382,8009,3559,183,24
3385,128,9,0,0
3387,31,3,1,0
3388,230,23,27,0
3392,171,10,0,0
3393,101,0,0,0
3395,28,5,0,0
3396,696,30,12,0
3399,1,1,0,0
3401,375,30,31,0
3403,101,1,0,0
3405,121,17,0,0
3406,135,26,21,0
3407,16,7,0,0
3408,36,6,0,0
3411,703,248,34,4
3413,101,1,4,0
3419,146,6,12,0
3420,101,0,1,0
3421,101,2,1,0
3422,201,39,2,0
3424,38,3,0,0
3426,101,0,2,0
3427,101,0,0,0
3429,75,4,2,0
3430,21,0,0,0
3432,995,82,79,0
3434,11,2,0,0
3435,101,0,0,0
3437,96,21,0,0
3438,18,8,0,0
3440,101,1,0,0
3441,101,0,0,0
3442,31,13,0,0
3443,275,37,19,0
3444,101,0,0,0
3445,101,0,0,0
3446,108,1,1,0
3447,21,1,0,0
3451,28,2,4,0
3452,101,10,1,0
3454,457,75,66,3
3455,101,0,0,0
3456,8,2,0,0
3457,1,0,0,0
3459,151,3,8,0
3464,101,1,0,0
3465,81,5,0,0
3467,340,11,62,0
3468,1500,111,6,1
3472,21,4,0,0
3474,6,1,0,0
3476,141,8,2,0
3479,126,3,0,0
3484,244,35,7,2
3485,195,77,23,1
3486,101,1,7,0
3488,1463,221,427,4
3489,737,122,51,2
3490,101,0,0,0
3491,23,4,1,0
3492,1,4,0,0
3495,6,1,0,0
3499,73,2,0,0
3500,148,27,1,0
3501,159,23,13,0
3506,118,7,0,0
3509,33,3,2,0
3511,1,1,0,0
3512,136,11,38,0
3513,101,3,0,0
3514,1,0,0,0
3515,101,3,0,0
3518,101,0,0,0
3519,1,1,0,0
3521,121,17,3,0
3524,101,0,0,0
3525,909,75,39,6
3527,106,4,0,0
3528,101,7,1,0
3531,126,2,8,0
3533,21,1,0,0
3535,121,12,2,0
3536,101,0,0,0
3537,101,0,0,0
3538,101,1,0,0
3539,9,4,0,0
3541,366,9,16,0
3542,131,2,0,0
3543,6,4,0,0
3545,116,2,0,0
3546,186,1,25,0
3550,46,0,0,0
3551,143,1,18,0
3552,270,45,4,0
3553,101,1,0,0
3554,101,0,11,0
3555,101,0,0,0
3556,178,17,29,0
3557,101,0,0,0
3561,130,9,1,0
3562,101,0,0,0
3567,2951,309,88,4
3570,11,2,0,0
3572,494,133,56,2
3575,101,0,0,0
3576,121,3,1,0
3577,688,23,19,0
3579,205,23,3,0
3580,1,0,0,0
3582,701,57,44,2
3583,1,0,0,0
3584,140,12,0,0
3585,136,3,0,0
3586,177,12,1,0
3587,1,0,0,0
3588,116,1,0,0
3589,211,49,25,0
3590,101,1,0,0
3591,304,30,55,0
3592,168,4,3,0
3594,171,6,2,0
3595,913,653,2,0
3596,101,0,0,0
3597,122,20,21,0
3598,101,7,0,0
3601,3773,343,360,2
3602,61,4,1,0
3604,146,26,2,0
3605,101,0,0,0
3606,101,0,0,0
3614,56,9,2,0
3615,136,4,0,0
3617,216,3,34,0
3618,136,1,1,0
3619,126,4,0,0
3624,113,1,0,0
3625,116,4,0,0
3626,146,7,3,0
3627,101,2,1,0
3629,31,3,0,0
3630,101,0,1,0
3634,1,0,0,0
3637,101,8,1,0
3639,101,0,0,0
3640,549,68,135,2
3641,101,0,0,0
3645,156,7,0,0
3647,101,2,0,0
3648,101,1,0,0
3649,101,3,1,0
3651,168,48,16,0
3652,218,12,3,0
3655,101,0,0,0
3657,108,2,1,0
3658,156,8,0,0
3661,101,0,0,0
3663,101,1,0,0
3667,11,2,0,0
3670,21,8,0,0
3671,429,57,7,0
3672,6,1,0,0
3673,148,1,0,0
3674,1,0,0,0
3678,145,14,1,0
3680,1,0,0,0
3681,197,43,17,0
3682,16,3,0,0
3683,16,0,0,0
3689,101,2,0,0
3691,131,5,2,0
3693,218,14,4,0
3694,101,3,1,0
3696,11,1,0,0
3697,101,0,1,0
3698,101,0,0,0
3699,270,16,8,0
3700,373,39,31,2
3701,101,1,11,0
3702,1,0,0,0
3703,101,10,12,0
3704,131,4,1,0
3705,13,10,0,0
3708,101,6,165,0
3712,128,7,11,0
3713,123,2,4,0
3717,101,0,0,0
3721,101,7,1,0
3722,193,32,1,0
3723,101,0,0,0
3725,186,24,0,0
3726,1,0,0,0
3727,53,4,2,0
3728,1,0,0,0
3732,398,16,14,0
3735,113,3,1,0
3737,121,5,0,0
3738,101,0,0,0
3740,1,4,0,0
3741,101,0,0,0
3744,46,24,13,0
3745,33,10,0,0
3746,101,0,0,0
3747,8,5,0,0
3748,1391,589,237,7
3749,133,0,1,0
3750,101,1,0,0
3753,101,51,4,0
3754,221,4,13,0
3756,101,0,0,0
3757,93,8,0,0
3759,101,1,0,0
3760,123,2,5,0
3762,138,41,9,1
3763,21,3,0,0
3769,101,2,0,0
3770,1,7,0,0
3773,178,10,9,0
3774,246,8,1,1
3779,101,0,2,0
3783,101,2,0,0
3784,111,5,0,0
3785,121,6,0,0
3786,418,39,2,0
3788,171,4,5,0
3790,78,4,22,0
3791,136,6,0,0
3793,101,0,0,0
3794,705,97,90,25
3795,21,0,0,0
3796,101,0,0,0
3799,186,23,8,1
3800,101,1,0,0
3801,101,3,5,0
3802,1,0,0,0
3803,166,6,0,0
3804,116,6,0,0
3805,759,32,0,0
3807,367,67,34,1
3810,101,0,0,0
3811,101,5,3,0
3812,83,23,17,0
3813,101,0,0,0
3816,121,9,5,0
3819,101,0,0,0
3820,111,4,0,0
3822,31,2,0,0
3823,106,3,0,0
3825,101,0,0,0
3826,1460,390,1883,145
3827,198,19,4,0
3828,101,4,1,0
3830,199,42,2,0
3831,156,8,1,0
3833,101,1,0,0
3834,179,55,5,0
3835,1329,119,157,1
3836,136,4,0,0
3837,128,7,2,0
3838,101,0,0,0
3839,101,0,0,0
3840,137,4,14,0
3841,1,0,0,0
3842,101,0,0,0
3843,33,8,0,0
3844,36,0,0,0
3845,51,3,0,0
3846,21,3,0,0
3847,180,11,6,0
3852,101,0,1,0
3853,101,0,0,0
3854,6,2,0,0
3855,43,3,2,0
3856,48,27,15,0
3858,11,2,0,0
3859,11,2,0,0
3861,43,9,0,0
3863,101,0,0,0
3864,21,3,0,0
3865,101,0,0,0
3866,101,0,1,0
3867,121,21,1,0
3868,101,1,1,0
3870,74,34,0,0
3874,1525,262,49,0
3876,101,0,0,0
3877,114,3,0,0
3879,101,4,0,0
3882,101,0,0,0
3883,91,29,4,0
3884,101,0,0,0
3886,109,20,1,0
3891,51,9,2,0
3895,101,1,0,0
3896,58,7,3,0
3897,162,23,5,0
3898,161,2,0,0
3899,186,17,0,0
3900,32,2,0,0
3901,101,0,0,0
3903,476,181,363,1
3907,101,0,0,0
3908,137,50,4,0
3911,2481,456,337,7
3912,101,0,2,0
3913,1,0,0,0
3914,101,0,0,0
3915,101,23,86,0
3919,857,98,61,0
3920,101,3,5,0
3921,113,4,0,0
3923,1,1,0,0
3926,43,8,0,0
3928,101,2,0,0
3929,155,20,20,0
3932,18,1,0,0
3933,26,2,0,0
3934,61,4,0,0
3935,101,4,0,0
3936,101,1,0,0
3939,31,5,2,0
3941,146,2,0,0
3943,18,4,0,0
3946,31,5,1,0
3948,26,4,0,0
3950,26,4,0,0
3951,101,1,4,0
3953,101,1,1,0
3956,101,3,0,0
3961,16,3,1,0
3962,101,0,0,0
3963,101,0,2,0
3964,121,3,0,0
3965,1,0,0,0
3966,101,2,3,0
3968,38,2,0,0
3971,101,3,3,0
3972,13,1,0,0
3978,101,0,0,0
3979,86,7,12,0
3981,113,0,2,0
3982,116,6,0,0
3983,101,1,0,0
3984,357,39,6,0
3986,101,0,1,0
3988,138,7,1,0
3991,119,1,0,0
3993,136,4,0,0
3994,18,16,7,0
3995,101,0,0,0
3996,6,2,0,0
3997,101,1,0,0
3998,6,2,0,0
4001,119,22,30,0
4002,192,16,0,0
4003,23,1,0,0
4004,111,2,0,0
4007,8,1,0,0
4008,113,4,0,0
4010,113,2,0,0
4011,216,16,8,0
4013,145,6,0,0
4015,101,0,3,0
4016,101,2,0,0
4017,101,0,0,0
4020,26,2,0,0
4022,101,3,0,0
4023,1,0,0,0
4025,111,2,0,0
4026,101,0,0,0
4027,57,23,2,0
4028,16,2,8,0
4029,101,0,0,0
4032,36,4,0,0
4034,101,1,2,0
4036,3,1,0,0
4037,101,1,0,0
4038,41,2,0,0
4039,101,1,0,0
4040,108,77,12,0
4041,41,5,0,0
4042,1,4,0,0
4043,128,23,3,0
4045,155,32,12,0
4048,389,37,411,1
4049,146,10,3,0
4050,101,1,2,0
4051,128,4,7,0
4054,495,38,0,0
4055,38,4,1,0
4058,101,0,0,0
4059,51,6,0,0
4060,103,26,8,0
4061,101,3,2,0
4062,282,63,5,0
4065,31,3,0,0
4068,118,8,3,0
4070,101,1,0,0
4071,101,0,1,0
4072,133,9,6,0
4074,1,1,0,0
4075,101,0,0,0
4077,1,1,0,0
4078,116,1,1,0
4079,51,4,2,0
4082,101,0,0,0
4083,138,19,6,0
4084,186,3,5,0
4087,211,16,16,0
4088,101,1,4,0
4089,101,0,1,0
4091,106,2,0,0
4092,31,1,0,0
4093,11,2,0,0
4095,163,9,3,0
4096,31,1,1,0
4097,101,0,0,0
4098,45,18,0,0
4099,118,7,0,0
4101,133,9,6,0
4102,6,2,0,0
4103,1,0,0,0
4105,101,0,0,0
4106,101,0,0,0
4107,101,1,0,0
4108,8,2,0,0
4110,597,44,43,0
4111,123,12,4,0
4112,121,6,0,0
4114,1,1,0,0
4115,101,2,0,0
4116,156,12,47,0
4117,101,0,11,0
4119,16,5,0,0
4120,31,4,0,0
4121,101,0,0,0
4123,133,3,1,0
4127,261,19,8,0
4128,157,10,3,0
4132,101,1,5,0
4133,41,6,0,0
4134,113,9,0,0
4135,101,0,0,0
