,userId,Reputation,Views,UpVotes,DownVotes,PostTypeId,Score,ViewCount,CommentCount,Outlier
4595,6946,252,29,34,1,1,6,1137,6,Reputation
4609,6961,2413,266,152,11,2,2,0,1,Reputation
4614,6967,441,148,2,0,1,2,452,5,Reputation
4623,6977,261,22,11,0,2,10,0,5,Reputation
4639,6993,591,64,19,0,2,5,0,2,Reputation
4687,7064,254,40,6,0,2,5,0,1,Reputation
4693,7071,7663,878,550,21,2,10,0,5,Reputation
4747,7138,273,19,17,0,2,5,0,0,Reputation
4771,7169,331,33,10,0,2,3,0,2,Reputation
4772,7170,589,32,106,0,2,1,0,2,Reputation
4774,7172,577,34,37,3,1,2,144,5,Reputation
4796,7199,1006,53,9,0,2,13,0,2,Reputation
4816,7224,5430,1604,463,63,1,89,13094,10,Reputation
4832,7244,832,80,47,2,1,6,1818,0,Reputation
4837,7250,6216,338,625,56,1,6,4159,2,Reputation
4838,7251,314,37,30,0,1,5,390,0,Reputation
4841,7255,317,34,9,0,2,7,0,6,Reputation
4844,7259,429,32,14,0,1,4,1434,3,Reputation
4871,7290,37083,5554,8641,125,2,1,0,1,Reputation
4905,7336,376,22,4,0,1,9,315,2,Reputation
4928,7365,3101,125,46,1,2,6,0,9,Reputation
4954,7397,607,70,64,3,2,2,0,0,Reputation
4964,7411,583,66,84,0,2,1,0,0,Reputation
4971,7419,260,63,97,0,1,7,706,0,Reputation
4975,7425,700,29,10,1,2,5,0,5,Reputation
5014,7482,283,57,48,3,1,4,260,1,Reputation
5026,7497,1668,170,0,0,1,16,1992,1,Reputation
5040,7515,410,15,104,1,1,11,1143,1,Reputation
5042,7521,268,11,11,0,1,2,135,1,Reputation
5047,7529,381,9,22,0,2,8,0,2,Reputation
5069,7555,11520,1101,460,11,1,4,2947,4,Reputation
5070,7556,397,45,29,0,2,4,0,3,Reputation
5094,7591,397,27,10,2,1,8,255,0,Reputation
5113,7616,639,151,49,4,2,0,0,2,Reputation
5117,7620,604,56,84,4,1,2,238,1,Reputation
5136,7644,498,27,17,0,1,9,357,4,Reputation
5139,7647,661,74,1,0,1,1,382,3,Reputation
5169,7690,1033,34,18,0,2,1,0,2,Reputation
5199,7734,374,54,8,0,1,20,840,0,Reputation
5235,7787,441,42,23,1,2,7,0,0,Reputation
5236,7788,1683,183,26,6,1,4,166,1,Reputation
5241,7795,937,180,128,0,1,4,2143,1,Reputation
5258,7817,296,100,20,3,1,6,144,4,Reputation
5260,7819,326,5,5,0,2,4,0,1,Reputation
5266,7828,8635,666,49,110,2,13,0,1,Reputation
5273,7837,660,39,17,0,2,3,0,0,Reputation
5307,7883,274,60,169,0,2,6,0,0,Reputation
5372,7964,278,35,270,0,2,6,0,3,Reputation
5378,7972,11631,1050,1230,187,1,6,254,1,Reputation
5403,8006,642,129,24,0,1,3,783,0,Reputation
5409,8013,7972,662,108,6,1,7,621,2,Reputation
5430,8041,405,30,42,5,1,2,524,3,Reputation
5440,8053,321,33,11,0,2,3,0,0,Reputation
5449,8067,288,44,71,5,2,6,0,1,Reputation
5458,8076,4460,393,223,26,2,4,0,1,Reputation
5467,8086,313,33,1,0,2,4,0,3,Reputation
5477,8101,748,194,152,1,2,8,0,0,Reputation
5488,8112,443,60,10,0,2,3,0,1,Reputation
5490,8114,311,70,26,3,1,6,1306,0,Reputation
5495,8120,1726,260,75,0,2,8,0,1,Reputation
5511,8137,1047,176,25,2,1,7,5439,7,Reputation
5514,8141,3008,330,350,24,2,4,0,2,Reputation
5530,8165,995,81,66,4,2,7,0,0,Reputation
5555,8196,401,76,189,0,1,13,1189,2,Reputation
5558,8200,1084,137,11,0,2,3,0,0,Reputation
5563,8207,1406,105,64,0,2,3,0,0,Reputation
5577,8226,614,25,6,0,2,38,0,4,Reputation
5591,8242,583,78,35,1,1,17,3226,2,Reputation
5630,8289,414,54,62,0,2,5,0,0,Reputation
5656,8320,599,61,20,0,2,9,0,3,Reputation
5671,8336,308,35,6,0,2,3,0,0,Reputation
5695,8373,2182,378,79,8,1,7,1303,3,Reputation
5719,8401,477,17,267,0,1,8,672,9,Reputation
5720,8402,5564,1250,270,44,2,2,0,0,Reputation
5728,8413,4193,462,2319,22,2,4,0,0,Reputation
5759,8447,345,31,17,0,1,3,755,6,Reputation
5762,8451,3111,270,121,5,2,3,0,0,Reputation
5772,8462,267,15,49,0,1,9,415,6,Reputation
5792,8485,391,34,7,0,1,14,2187,3,Reputation
5796,8489,372,27,41,0,2,3,0,1,Reputation
5811,8507,5115,719,733,25,2,3,0,1,Reputation
5836,8539,918,89,49,1,2,6,0,2,Reputation
5862,8580,1130,131,475,3,2,2,0,4,Reputation
5869,8590,273,25,18,0,1,10,6014,0,Reputation
5879,8605,2526,462,497,15,1,7,8720,0,Reputation
5928,8662,340,67,17,0,1,10,1227,9,Reputation
5940,8676,789,115,11,0,2,2,0,0,Reputation
5955,8694,356,38,17,1,2,6,0,1,Reputation
5977,8724,893,64,50,4,1,2,104,0,Reputation
6008,8762,548,42,14,0,2,2,0,0,Reputation
6009,8763,519,44,33,0,2,1,0,8,Reputation
6025,8783,565,279,22,0,1,2,564,2,Reputation
6035,8797,259,12,6,0,1,2,802,4,Reputation
6042,8807,455,48,10,0,1,14,2982,3,Reputation
6090,8871,425,45,0,0,2,5,0,8,Reputation
6127,8926,487,17,9,1,2,2,0,0,Reputation
6128,8927,1354,430,100,5,2,4,0,2,Reputation
6136,8937,258,30,131,0,2,0,0,0,Reputation
6158,8960,567,90,147,11,1,7,8285,5,Reputation
6182,8991,748,69,76,0,2,1,0,0,Reputation
6193,9007,1318,309,456,31,2,17,0,1,Reputation
6197,9013,1506,46,7,0,1,3,623,4,Reputation
6298,9136,390,140,69,0,2,0,0,0,Reputation
6317,9162,607,75,53,0,2,1,0,0,Reputation
6325,9171,328,36,2,0,1,8,17023,4,Reputation
6326,9174,1921,267,154,11,2,14,0,2,Reputation
6331,9187,356,12,4,0,2,1,0,1,Reputation
6338,9196,436,44,12,0,2,7,0,0,Reputation
6342,9200,335,16,5,0,2,3,0,0,Reputation
6366,9233,713,38,4,0,1,9,2150,2,Reputation
6378,9249,1253,175,629,139,4,0,0,0,Reputation
6382,9253,1076,263,165,5,1,3,852,0,Reputation
6447,9330,420,17,6,0,1,6,459,1,Reputation
6453,9336,351,3,1,0,2,3,0,10,Reputation
6459,9342,312,60,15,0,1,10,1768,2,Reputation
6460,9343,706,110,9,2,1,5,94,1,Reputation
6497,9394,9800,946,1273,54,2,5,0,0,Reputation
6521,9426,407,57,48,5,2,1,0,6,Reputation
6534,9444,406,60,15,13,2,0,0,4,Reputation
6577,9495,277,25,5,0,2,6,0,4,Reputation
6579,9497,282,52,24,0,2,3,0,0,Reputation
6638,9572,308,58,9,0,2,1,0,0,Reputation
6643,9577,252,13,2,0,1,7,492,2,Reputation
6647,9581,261,13,0,0,1,1,1638,13,Reputation
6648,9583,328,72,14,0,2,4,0,0,Reputation
6656,9595,658,48,31,3,1,8,232,2,Reputation
6673,9618,262,6,17,0,2,0,0,0,Reputation
6704,9657,283,51,101,1,2,5,0,3,Reputation
6715,9671,412,60,18,0,1,3,470,0,Reputation
6719,9677,255,16,36,0,2,1,0,2,Reputation
6756,9724,314,13,10,1,1,2,278,0,Reputation
6765,9738,1725,217,246,1,1,5,754,1,Reputation
6824,9816,258,10,23,0,2,5,0,1,Reputation
6865,9866,358,39,106,0,2,1,0,4,Reputation
6884,9887,323,76,15,0,2,8,0,3,Reputation
6938,9964,1342,123,123,3,2,0,0,0,Reputation
6943,9975,1766,108,111,1,2,18,0,3,Reputation
6974,10017,350,82,23,1,1,8,3366,6,Reputation
6980,10026,1151,214,138,13,2,7,0,6,Reputation
6982,10028,284,19,22,0,2,17,0,3,Reputation
7014,10064,1097,111,226,2,2,4,0,2,Reputation
7015,10065,435,62,48,0,1,1,322,3,Reputation
7018,10069,798,148,66,1,2,5,0,2,Reputation
7060,10119,327,25,10,0,2,0,0,0,Reputation
7102,10172,458,63,190,1,2,2,0,0,Reputation
7132,10210,313,22,21,0,1,5,370,3,Reputation
7139,10217,746,69,123,0,2,4,0,2,Reputation
7180,10268,325,63,38,0,1,2,236,0,Reputation
7222,10322,661,98,137,6,1,4,282,2,Reputation
7240,10346,353,21,37,1,1,3,85,4,Reputation
7246,10354,1506,124,88,14,2,0,0,2,Reputation
7265,10380,408,29,8,0,2,12,0,4,Reputation
7271,10389,604,74,31,1,1,3,328,7,Reputation
7291,10416,404,60,68,1,2,13,0,2,Reputation
7305,10435,481,109,11,1,2,2,0,0,Reputation
7317,10449,281,30,5,0,2,1,0,1,Reputation
7340,10479,870,361,26,0,2,1,0,0,Reputation
7355,10496,426,56,10,0,2,3,0,0,Reputation
7357,10500,1205,138,404,5,2,7,0,2,Reputation
7377,10524,2384,163,55,20,2,2,0,7,Reputation
7387,10543,417,22,7,1,1,3,742,1,Reputation
7429,10598,566,73,68,4,1,7,397,2,Reputation
7446,10619,298,627,64,12,1,1,460,4,Reputation
7456,10630,487,31,61,6,2,3,0,0,Reputation
7500,10683,442,64,107,1,2,3,0,0,Reputation
7547,10749,282,91,10,0,2,4,0,0,Reputation
7553,10760,337,32,27,0,2,8,0,0,Reputation
7559,10767,279,28,7,0,1,3,131,3,Reputation
7581,10790,373,35,2,0,2,1,0,1,Reputation
7604,10823,1190,182,41,2,2,0,0,6,Reputation
7623,10849,7246,582,403,5,2,9,0,1,Reputation
7687,10950,278,13,6,0,2,9,0,4,Reputation
7697,10963,325,85,22,0,1,2,455,2,Reputation
7737,11013,280,12,28,0,2,10,0,0,Reputation
7746,11030,1293,147,518,2,2,4,0,0,Reputation
7747,11032,22275,7395,2619,42,1,8,235,0,Reputation
7761,11052,476,23,8,2,2,1,0,0,Reputation
7769,11060,950,1289,156,1,1,4,1348,0,Reputation
7792,11090,467,32,119,0,2,5,0,3,Reputation
7793,11091,1159,140,185,5,1,7,217,5,Reputation
7902,11236,456,32,29,0,1,4,258,0,Reputation
7905,11240,326,56,10,0,2,2,0,6,Reputation
7906,11242,390,47,13,0,1,1,140,5,Reputation
7934,11279,260,65,13,0,2,9,0,1,Reputation
8033,11405,606,156,36,1,1,6,722,0,Reputation
8038,11411,276,22,5,0,1,1,98,0,Reputation
8079,11456,413,21,21,1,2,1,0,0,Reputation
8115,11511,548,47,93,3,2,5,0,0,Reputation
8125,11522,370,51,24,0,1,2,199,0,Reputation
8126,11523,563,64,27,7,2,5,0,4,Reputation
8176,11583,316,14,24,0,1,1,839,3,Reputation
8207,11621,486,48,0,0,2,4,0,2,Reputation
8208,11623,853,121,95,0,1,3,124,0,Reputation
8217,11634,545,45,100,2,1,5,1254,2,Reputation
8280,11708,725,64,240,6,1,1,385,0,Reputation
8389,11849,1512,186,178,37,2,3,0,1,Reputation
8391,11852,3091,591,598,36,2,7,0,0,Reputation
8402,11867,3174,540,244,4,1,5,371,0,Reputation
8412,11878,1137,66,45,3,1,9,347,8,Reputation
8418,11887,2555,284,460,57,1,3,875,8,Reputation
8427,11899,304,95,19,0,1,3,4256,21,Reputation
8439,11915,440,29,53,2,2,1,0,0,Reputation
8466,11954,966,124,33,0,2,2,0,2,Reputation
8484,11981,5850,655,343,8,2,1,0,14,Reputation
8486,11984,552,44,18,0,1,7,535,1,Reputation
8503,12008,281,126,3,0,2,0,0,4,Reputation
8521,12031,372,28,9,0,2,0,0,0,Reputation
8539,12053,354,18,17,0,1,13,8989,6,Reputation
8544,12060,306,13,10,1,1,1,511,0,Reputation
8573,12096,329,34,4,0,2,3,0,4,Reputation
8581,12106,279,28,49,0,2,0,0,0,Reputation
8611,12141,289,57,11,0,1,2,79,0,Reputation
8612,12142,253,18,5,0,2,0,0,0,Reputation
8617,12147,665,86,62,1,2,4,0,0,Reputation
8705,12258,672,36,69,0,1,1,364,2,Reputation
8711,12265,566,66,15,1,1,2,404,0,Reputation
8749,12318,551,73,418,18,2,1,0,0,Reputation
8759,12329,1003,273,22,0,2,1,0,2,Reputation
8772,12347,400,28,31,6,2,2,0,0,Reputation
8781,12359,787,113,652,3,2,5,0,4,Reputation
8845,12431,601,22,14,0,2,14,0,2,Reputation
8848,12436,852,37,51,1,2,2,0,1,Reputation
8867,12463,316,26,46,0,2,4,0,0,Reputation
8890,12492,1537,228,44,0,1,3,575,5,Reputation
8911,12518,872,87,100,1,2,6,0,9,Reputation
8914,12521,738,153,23,0,1,6,441,0,Reputation
8928,12540,500,52,20,2,2,2,0,0,Reputation
8935,12548,811,635,3,0,2,4,0,0,Reputation
8947,12566,332,18,11,0,1,1,126,1,Reputation
8962,12583,526,40,8,1,2,1,0,0,Reputation
8974,12603,963,149,61,0,2,4,0,0,Reputation
8983,12615,666,21,86,0,1,3,539,0,Reputation
9055,12710,622,197,6,2,1,2,92,1,Reputation
9062,12719,453,18,11,0,2,2,0,7,Reputation
9070,12737,276,31,6,0,2,4,0,0,Reputation
9106,12786,425,51,195,1,2,3,0,2,Reputation
9140,12833,870,54,18,1,2,4,0,5,Reputation
9161,12865,261,37,24,1,2,8,0,2,Reputation
9185,12895,1335,121,26,5,2,0,0,0,Reputation
9207,12923,415,55,6,0,2,1,0,1,Reputation
9244,12968,515,28,3,1,1,8,477,5,Reputation
9288,13022,315,54,17,0,1,1,442,0,Reputation
9303,13047,4577,250,79,3,1,3,986,2,Reputation
9384,13154,283,49,0,0,2,1,0,1,Reputation
9387,13158,425,39,13,0,2,1,0,0,Reputation
9403,13177,322,51,7,0,2,5,0,2,Reputation
9421,13201,393,73,94,0,2,9,0,0,Reputation
9462,13254,276,26,60,2,2,2,0,1,Reputation
9473,13267,308,13,40,0,1,4,1374,0,Reputation
9542,13362,631,220,17,0,1,3,84,1,Reputation
9555,13378,252,16,8,0,2,3,0,2,Reputation
9576,13402,309,28,19,0,2,12,0,6,Reputation
9581,13409,338,29,0,0,1,2,45,2,Reputation
9627,13473,298,21,1,0,2,3,0,2,Reputation
9628,13474,295,24,6,1,1,2,247,0,Reputation
9661,13516,451,52,17,1,1,7,187,0,Reputation
9663,13519,1453,55,14,0,2,0,0,0,Reputation
9669,13525,349,51,11,0,2,0,0,0,Reputation
9670,13526,279,10,46,1,1,1,7716,2,Reputation
9682,13538,393,27,11,0,2,2,0,2,Reputation
9694,13555,706,32,63,0,1,12,651,5,Reputation
9699,13561,444,98,20,1,2,14,0,0,Reputation
9719,13587,315,15,41,6,1,1,92,1,Reputation
9752,13634,855,66,304,0,1,6,213,0,Reputation
9775,13669,932,127,283,14,2,5,0,0,Reputation
9783,13680,2046,248,51,6,2,2,0,2,Reputation
9786,13684,415,30,18,4,2,0,0,0,Reputation
9794,13702,388,39,24,0,1,5,2003,0,Reputation
9861,13799,262,18,5,0,1,1,150,2,Reputation
9864,13804,857,62,80,1,2,3,0,5,Reputation
9877,13818,2594,137,70,0,2,2,0,0,Reputation
9933,13902,483,40,20,0,1,5,2293,0,Reputation
9941,13915,328,29,7,1,2,8,0,8,Reputation
9968,13950,420,50,34,0,1,4,606,1,Reputation
9977,13962,269,22,0,0,2,2,0,0,Reputation
10083,14104,362,11,7,0,2,0,0,0,Reputation
10098,14125,259,39,9,0,2,7,0,0,Reputation
10127,14163,377,39,58,0,2,1,0,1,Reputation
10147,14187,336,16,10,0,1,1,247,0,Reputation
10148,14188,4096,337,107,0,2,1,0,0,Reputation
10181,14230,301,7,0,0,2,36,0,3,Reputation
10225,14289,329,47,24,1,2,1,0,0,Reputation
10267,14346,481,69,51,3,2,4,0,1,Reputation
10282,14363,316,14,1,0,2,1,0,1,Reputation
10332,14434,2694,193,41,3,1,8,1450,1,Reputation
10337,14443,293,120,28,1,1,2,345,0,Reputation
10351,14463,447,34,55,2,2,3,0,6,Reputation
10410,14546,307,195,0,0,1,6,2387,7,Reputation
10421,14560,271,88,0,0,2,7,0,4,Reputation
10482,14640,763,89,108,5,2,2,0,0,Reputation
10496,14661,279,62,4,1,1,1,617,0,Reputation
10510,14675,802,75,109,8,2,2,0,1,Reputation
10553,14729,319,54,41,2,1,3,365,2,Reputation
10554,14730,1443,301,386,2,2,1,0,0,Reputation
10561,14741,1006,137,83,104,1,1,120,1,Reputation
10606,14803,2241,121,96,2,1,6,1048,5,Reputation
10630,14836,312,73,6,1,2,1,0,3,Reputation
10638,14845,301,5,1,0,2,3,0,9,Reputation
10646,14857,879,126,17,0,2,1,0,0,Reputation
10649,14860,1285,261,94,60,2,8,0,5,Reputation
10670,14888,650,53,70,0,2,3,0,3,Reputation
10793,16049,1460,183,288,1,2,5,0,2,Reputation
10859,16134,306,38,0,0,2,1,0,1,Reputation
10862,16137,750,46,17,0,1,2,425,0,Reputation
10894,16175,423,105,30,1,2,0,0,1,Reputation
10993,16297,2108,163,92,10,4,0,0,0,Reputation
11010,16319,293,36,123,1,1,2,2640,1,Reputation
11108,16446,266,16,2,0,2,0,0,1,Reputation
11179,16542,263,24,3,1,1,4,335,5,Reputation
11190,16557,294,34,20,1,1,8,881,2,Reputation
11214,16592,286,62,0,0,2,2,0,0,Reputation
11217,16596,611,49,46,1,1,2,180,1,Reputation
11227,16612,501,16,61,0,2,2,0,1,Reputation
11242,16640,1036,47,95,4,2,5,0,0,Reputation
11292,16709,1469,130,144,14,1,3,2116,1,Reputation
11323,16750,395,11,0,0,1,21,7974,8,Reputation
11332,16765,1490,35,12,0,2,0,0,0,Reputation
11360,16811,312,135,143,8,1,0,297,4,Reputation
11361,16812,376,14,6,0,2,6,0,3,Reputation
11379,16837,347,84,22,0,1,4,964,1,Reputation
11399,16859,1391,61,204,4,1,2,167,0,Reputation
11489,16974,1148,99,213,0,1,0,698,1,Reputation
11501,16989,363,91,55,0,1,2,65,0,Reputation
11546,17042,286,24,1,0,1,6,1912,0,Reputation
11549,17046,334,12,10,0,1,3,116,1,Reputation
11586,17096,856,114,119,10,1,2,98,0,Reputation
11610,17124,487,19,0,0,1,1,108,0,Reputation
11696,17230,10690,1040,3079,163,2,3,0,5,Reputation
11738,17286,643,68,16,1,2,7,0,8,Reputation
11867,17463,553,82,43,3,1,1,1370,0,Reputation
11878,17475,354,17,10,1,2,4,0,0,Reputation
11924,17541,351,18,4,0,2,1,0,0,Reputation
12009,17661,1917,331,139,16,2,1,0,0,Reputation
12019,17672,1274,72,23,2,1,5,617,1,Reputation
12024,17679,284,13,3,0,1,2,131,1,Reputation
12125,17812,356,74,16,4,2,0,0,1,Reputation
12176,17882,255,17,0,0,1,3,179,1,Reputation
12193,17908,3559,206,88,1,5,0,0,0,Reputation
12356,18128,1010,168,18,0,2,0,0,2,Reputation
12378,18152,768,47,20,0,1,4,3005,8,Reputation
12386,18164,256,19,5,0,2,3,0,0,Reputation
12424,18215,383,21,8,1,1,11,2560,0,Reputation
12465,18268,441,30,47,3,2,1,0,1,Reputation
12469,18274,826,39,2,3,1,1,53,1,Reputation
12482,18291,400,24,21,0,2,1,0,2,Reputation
12612,18459,869,72,10,0,1,5,1908,1,Reputation
12670,18528,585,75,62,0,2,8,0,3,Reputation
12697,18563,546,27,34,0,1,7,1725,5,Reputation
12857,19762,590,49,53,1,2,2,0,5,Reputation
12899,19815,328,34,31,0,5,0,0,0,Reputation
12949,19879,2336,260,339,8,2,1,0,0,Reputation
12969,19901,321,14,11,1,2,0,0,0,Reputation
13074,20048,276,25,10,0,2,4,0,3,Reputation
13100,20085,649,29,14,1,2,3,0,0,Reputation
13146,20148,378,32,34,1,1,1,330,0,Reputation
13283,20344,458,241,27,1,2,1,0,0,Reputation
13307,20381,1386,216,422,23,1,5,417,7,Reputation
13371,20457,346,29,1,0,1,2,1268,1,Reputation
13395,20486,270,7,9,0,4,0,0,0,Reputation
13450,20556,384,109,28,2,2,9,0,2,Reputation
13474,20587,383,20,62,3,2,2,0,5,Reputation
13483,20603,428,25,23,1,2,4,0,2,Reputation
13515,20650,283,33,9,0,2,2,0,8,Reputation
13525,20666,447,27,48,0,1,3,299,7,Reputation
13602,20776,1313,129,0,0,2,6,0,1,Reputation
13682,20884,423,88,4,0,2,4,0,7,Reputation
13744,20980,366,109,7,0,1,1,109,5,Reputation
13756,20995,302,29,6,1,2,1,0,0,Reputation
13780,21030,306,40,67,0,2,5,0,2,Reputation
13797,21054,5807,813,6054,131,2,5,0,4,Reputation
13811,21072,680,76,292,54,2,1,0,1,Reputation
13885,21168,306,11,10,0,2,1,0,0,Reputation
13936,21240,790,104,48,2,2,-4,0,16,Reputation
14007,21340,306,14,0,0,1,4,2512,0,Reputation
14103,21466,565,19,0,0,2,5,0,9,Reputation
14141,21521,316,30,96,0,2,2,0,0,Reputation
14200,21599,1888,286,1243,39,2,4,0,1,Reputation
14229,21654,931,33,238,0,2,0,0,0,Reputation
14360,21846,822,67,87,12,1,0,38,3,Reputation
14460,21972,395,34,25,3,2,1,0,1,Reputation
14478,21998,553,433,51,8,2,5,0,0,Reputation
14512,22047,13806,2722,401,200,2,2,0,1,Reputation
14541,22088,294,25,45,0,2,2,0,0,Reputation
14628,22228,610,73,296,0,2,8,0,7,Reputation
14698,22314,273,18,22,0,2,4,0,0,Reputation
14730,22356,535,74,13,2,1,1,112,9,Reputation
14750,22387,496,22,7,1,1,9,1884,3,Reputation
14771,22414,316,7,0,0,1,2,1268,1,Reputation
14801,22452,2059,298,44,0,1,2,65,3,Reputation
14813,22468,2147,1471,2219,103,1,12,2256,1,Reputation
14863,22543,873,37,80,1,1,3,112,4,Reputation
15034,23801,572,43,12,2,2,7,0,0,Reputation
15061,23840,329,15,38,2,2,9,0,0,Reputation
15070,23853,6235,514,147,10,2,3,0,1,Reputation
15097,23891,262,11,14,0,1,5,372,0,Reputation
15212,24056,332,10,0,0,2,0,0,2,Reputation
15225,24073,1136,56,1346,4,1,1,493,5,Reputation
15231,24080,354,5,0,0,2,24,0,9,Reputation
15295,24175,365,13,24,1,1,3,163,0,Reputation
15305,24197,321,42,0,0,1,1,445,7,Reputation
15417,24341,658,62,225,1,2,1,0,1,Reputation
15540,24498,1088,84,24,1,2,3,0,0,Reputation
15553,24515,722,42,41,0,2,0,0,0,Reputation
15626,24617,1320,344,198,12,2,1,0,0,Reputation
15662,24669,2103,158,196,12,2,4,0,4,Reputation
15664,24671,291,37,69,0,2,1,0,4,Reputation
15704,24728,263,20,9,2,2,5,0,0,Reputation
15759,24808,1530,357,1316,91,2,2,0,6,Reputation
15790,24848,342,42,71,0,1,1,51,1,Reputation
15827,24905,1057,150,33,10,1,1,776,0,Reputation
15943,25084,346,7,0,0,2,2,0,4,Reputation
15960,25103,369,109,61,0,2,2,0,0,Reputation
15983,25133,477,46,96,1,2,4,0,0,Reputation
16020,25184,392,30,56,1,2,2,0,0,Reputation
16043,25212,2725,224,60,0,2,1,0,3,Reputation
16093,25292,378,20,5,0,2,7,0,1,Reputation
16154,25386,262,13,5,0,1,2,1788,0,Reputation
16158,25392,439,34,16,0,1,4,1356,2,Reputation
16355,25675,299,103,25,2,2,4,0,1,Reputation
16368,25692,408,27,0,0,2,25,0,8,Reputation
16555,25936,2196,206,298,6,1,0,73,4,Reputation
16562,25944,537,75,33,0,2,5,0,1,Reputation
16577,25965,302,24,13,3,1,2,545,1,Reputation
16582,25973,306,17,20,0,2,7,0,8,Reputation
16675,26105,900,101,62,0,1,1,182,1,Reputation
16725,26173,304,28,12,0,2,1,0,1,Reputation
16751,26206,735,25,7,1,2,8,0,5,Reputation
16852,26338,4800,515,1781,47,2,2,0,3,Reputation
16865,26357,598,38,29,12,2,1,0,2,Reputation
16928,26435,286,11,118,0,1,3,215,0,Reputation
17144,26743,346,19,120,0,1,2,290,0,Reputation
17384,27099,366,24,38,0,2,3,0,1,Reputation
17430,27158,311,16,23,0,2,2,0,4,Reputation
17464,27213,429,45,30,5,1,4,496,6,Reputation
17517,27276,363,26,61,0,1,3,412,2,Reputation
17563,27342,366,12,12,0,2,4,0,3,Reputation
17609,27403,2571,215,105,1,2,3,0,10,Reputation
17629,27435,725,39,20,2,1,1,507,0,Reputation
17724,27581,1159,112,186,12,2,4,0,2,Reputation
17805,27693,661,63,9,0,2,53,0,7,Reputation
17861,27765,605,28,15,0,2,4,0,3,Reputation
17872,27779,792,97,30,3,2,1,0,0,Reputation
17919,27838,409,33,125,0,2,1,0,1,Reputation
17921,27840,366,10,8,0,2,1,0,0,Reputation
17934,27861,313,27,3,0,1,9,4636,3,Reputation
17977,27915,343,32,10,1,2,0,0,1,Reputation
18015,27965,303,9,2,0,2,18,0,11,Reputation
18196,28218,628,240,95,10,4,0,0,0,Reputation
18249,28281,378,14,34,0,5,0,0,0,Reputation
18255,28288,830,59,42,1,2,3,0,0,Reputation
18383,28462,1382,31,175,2,2,4,0,2,Reputation
18417,28520,771,41,29,5,2,3,0,6,Reputation
18418,28524,407,25,23,0,2,4,0,3,Reputation
18446,28566,1492,80,0,0,1,13,865,6,Reputation
18516,28666,2653,233,729,45,5,0,0,0,Reputation
18540,28705,1209,78,43,3,2,0,0,8,Reputation
18559,28732,941,488,76,0,1,6,1233,1,Reputation
18567,28746,16108,1673,63,6,2,9,0,12,Reputation
18605,28791,619,41,374,3,5,0,0,0,Reputation
18683,28903,1104,70,19,9,1,2,103,6,Reputation
18693,28916,264,31,2,0,1,0,444,4,Reputation
18752,28988,343,49,128,1,1,0,342,2,Reputation
18771,29020,410,19,14,1,1,0,301,6,Reputation
18809,29068,517,89,105,4,1,0,491,1,Reputation
18822,29087,1001,37,11,0,2,0,0,3,Reputation
18842,29109,419,45,73,4,1,2,213,1,Reputation
18861,29137,794,148,233,3,1,1,560,1,Reputation
18888,29187,709,51,3,1,1,1,222,0,Reputation
18951,29288,276,1,3,0,2,4,0,1,Reputation
19017,29374,302,17,9,0,2,3,0,0,Reputation
19062,29433,685,43,26,3,2,3,0,0,Reputation
19191,29600,316,20,15,0,1,1,106,0,Reputation
19201,29617,1207,134,120,3,1,6,3153,9,Reputation
19265,29707,258,31,121,0,2,7,0,3,Reputation
19315,29770,346,13,1,0,2,1,0,1,Reputation
19437,29943,306,18,23,1,2,1,0,1,Reputation
19626,30201,1271,74,81,4,2,8,0,1,Reputation
19627,30202,356,11,1,0,1,0,153,2,Reputation
19743,30351,2205,309,368,65,2,3,0,1,Reputation
19781,30395,426,124,23,0,2,9,0,1,Reputation
19801,30417,511,35,3,0,2,1,0,2,Reputation
19817,30438,349,43,2,0,4,0,0,0,Reputation
19833,30460,651,33,24,3,1,4,269,2,Reputation
19893,30540,317,55,86,0,1,1,163,12,Reputation
19917,30577,473,61,14,0,2,3,0,0,Reputation
20024,30712,720,70,4,1,2,0,0,0,Reputation
20104,30815,425,60,3,0,1,5,488,2,Reputation
20341,31135,423,8,10,0,2,2,0,3,Reputation
20352,31152,393,42,150,19,1,2,566,0,Reputation
20400,31221,305,40,26,1,2,3,0,0,Reputation
20416,31243,371,7,74,0,1,3,280,1,Reputation
20433,31264,459,34,12,3,2,4,0,0,Reputation
20473,31314,284,22,8,2,2,4,0,1,Reputation
20489,31334,881,68,93,0,2,11,0,1,Reputation
20518,31372,266,21,65,0,2,1,0,0,Reputation
20551,31420,1236,94,408,0,2,0,0,0,Reputation
20705,31634,376,17,8,1,2,28,0,8,Reputation
20731,31668,1899,137,8,4,2,2,0,1,Reputation
20802,31774,554,39,45,9,2,9,0,5,Reputation
20923,31941,286,15,3,0,2,1,0,0,Reputation
20946,31975,432,17,4,0,1,0,212,0,Reputation
20990,32036,7227,991,2664,143,2,1,0,3,Reputation
21032,32089,270,80,46,0,2,10,0,3,Reputation
21088,32157,292,45,12,16,2,5,0,3,Reputation
21115,32186,271,10,10,0,1,0,119,8,Reputation
21203,32299,326,31,0,0,2,2,0,0,Reputation
21284,32397,264,20,31,0,1,0,2517,2,Reputation
21479,34658,1226,137,326,119,2,3,0,0,Reputation
21645,34874,361,26,22,7,1,2,561,7,Reputation
